"","method","unit","AUC","method_type","dataset"
"Aarts2017.308","CDK1","Fold02.Rep2",0.701388888888889,"Marker","Aarts2017"
"Aarts2017.309","CDK4","Fold02.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.310","CDK6","Fold02.Rep2",0.721257716049383,"Marker","Aarts2017"
"Aarts2017.311","MKI67","Fold02.Rep2",0.825617283950617,"Marker","Aarts2017"
"Aarts2017.312","CDKN2B","Fold02.Rep2",0.769868827160494,"Marker","Aarts2017"
"Aarts2017.313","hUSI","Fold03.Rep2",0.924575617283951,"hUSI","Aarts2017"
"Aarts2017.314","DAS","Fold03.Rep2",0.366415895061728,"Senecence Score","Aarts2017"
"Aarts2017.315","mSS","Fold03.Rep2",0.575520833333333,"Senecence Score","Aarts2017"
"Aarts2017.316","DAS+mSS","Fold03.Rep2",0.455632716049383,"Senecence Score","Aarts2017"
"Aarts2017.317","lassoCS","Fold03.Rep2",0.785590277777778,"Senecence Score","Aarts2017"
"Aarts2017.318","CSS","Fold03.Rep2",0.449652777777778,"Senecence Score","Aarts2017"
"Aarts2017.319","SenMayo","Fold03.Rep2",0.523533950617284,"Gene set","Aarts2017"
"Aarts2017.320","CellAge","Fold03.Rep2",0.35108024691358,"Gene set","Aarts2017"
"Aarts2017.321","GenAge","Fold03.Rep2",0.268325617283951,"Gene set","Aarts2017"
"Aarts2017.322","ASIG","Fold03.Rep2",0.434413580246914,"Gene set","Aarts2017"
"Aarts2017.323","SASP","Fold03.Rep2",0.451581790123457,"Gene set","Aarts2017"
"Aarts2017.324","AgingAtlas","Fold03.Rep2",0.325038580246914,"Gene set","Aarts2017"
"Aarts2017.325","SenUp","Fold03.Rep2",0.889853395061728,"Gene set","Aarts2017"
"Aarts2017.326","SigRS","Fold03.Rep2",0.395447530864198,"Gene set","Aarts2017"
"Aarts2017.327","GLB1","Fold03.Rep2",0.619984567901235,"Marker","Aarts2017"
"Aarts2017.328","TP53","Fold03.Rep2",0.500385802469136,"Marker","Aarts2017"
"Aarts2017.329","CDKN1A","Fold03.Rep2",0.675154320987654,"Marker","Aarts2017"
"Aarts2017.330","CDKN2A","Fold03.Rep2",0.460069444444444,"Marker","Aarts2017"
"Aarts2017.331","LMNB1","Fold03.Rep2",0.356288580246914,"Marker","Aarts2017"
"Aarts2017.332","IL1A","Fold03.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.333","RB1","Fold03.Rep2",0.591820987654321,"Marker","Aarts2017"
"Aarts2017.334","CDK1","Fold03.Rep2",0.706983024691358,"Marker","Aarts2017"
"Aarts2017.335","CDK4","Fold03.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.336","CDK6","Fold03.Rep2",0.705054012345679,"Marker","Aarts2017"
"Aarts2017.337","MKI67","Fold03.Rep2",0.812885802469136,"Marker","Aarts2017"
"Aarts2017.338","CDKN2B","Fold03.Rep2",0.751543209876543,"Marker","Aarts2017"
"Aarts2017.339","hUSI","Fold04.Rep2",0.920524691358025,"hUSI","Aarts2017"
"Aarts2017.340","DAS","Fold04.Rep2",0.36815200617284,"Senecence Score","Aarts2017"
"Aarts2017.341","mSS","Fold04.Rep2",0.568190586419753,"Senecence Score","Aarts2017"
"Aarts2017.342","DAS+mSS","Fold04.Rep2",0.443287037037037,"Senecence Score","Aarts2017"
"Aarts2017.343","lassoCS","Fold04.Rep2",0.806809413580247,"Senecence Score","Aarts2017"
"Aarts2017.344","CSS","Fold04.Rep2",0.437692901234568,"Senecence Score","Aarts2017"
"Aarts2017.345","SenMayo","Fold04.Rep2",0.507716049382716,"Gene set","Aarts2017"
"Aarts2017.346","CellAge","Fold04.Rep2",0.362461419753086,"Gene set","Aarts2017"
"Aarts2017.347","GenAge","Fold04.Rep2",0.265239197530864,"Gene set","Aarts2017"
"Aarts2017.348","ASIG","Fold04.Rep2",0.46412037037037,"Gene set","Aarts2017"
"Aarts2017.349","SASP","Fold04.Rep2",0.496141975308642,"Gene set","Aarts2017"
"Aarts2017.350","AgingAtlas","Fold04.Rep2",0.316358024691358,"Gene set","Aarts2017"
"Aarts2017.351","SenUp","Fold04.Rep2",0.876929012345679,"Gene set","Aarts2017"
"Aarts2017.352","SigRS","Fold04.Rep2",0.420138888888889,"Gene set","Aarts2017"
"Aarts2017.353","GLB1","Fold04.Rep2",0.620563271604938,"Marker","Aarts2017"
"Aarts2017.354","TP53","Fold04.Rep2",0.511670524691358,"Marker","Aarts2017"
"Aarts2017.355","CDKN1A","Fold04.Rep2",0.673032407407407,"Marker","Aarts2017"
"Aarts2017.356","CDKN2A","Fold04.Rep2",0.480902777777778,"Marker","Aarts2017"
"Aarts2017.357","LMNB1","Fold04.Rep2",0.363618827160494,"Marker","Aarts2017"
"Aarts2017.358","IL1A","Fold04.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.359","RB1","Fold04.Rep2",0.615354938271605,"Marker","Aarts2017"
"Aarts2017.360","CDK1","Fold04.Rep2",0.67602237654321,"Marker","Aarts2017"
"Aarts2017.361","CDK4","Fold04.Rep2",0.493055555555556,"Marker","Aarts2017"
"Aarts2017.362","CDK6","Fold04.Rep2",0.704475308641975,"Marker","Aarts2017"
"Aarts2017.363","MKI67","Fold04.Rep2",0.791473765432099,"Marker","Aarts2017"
"Aarts2017.364","CDKN2B","Fold04.Rep2",0.769097222222222,"Marker","Aarts2017"
"Aarts2017.365","hUSI","Fold05.Rep2",0.91454475308642,"hUSI","Aarts2017"
"Aarts2017.366","DAS","Fold05.Rep2",0.395447530864198,"Senecence Score","Aarts2017"
"Aarts2017.367","mSS","Fold05.Rep2",0.638117283950617,"Senecence Score","Aarts2017"
"Aarts2017.368","DAS+mSS","Fold05.Rep2",0.51244212962963,"Senecence Score","Aarts2017"
"Aarts2017.369","lassoCS","Fold05.Rep2",0.779320987654321,"Senecence Score","Aarts2017"
"Aarts2017.370","CSS","Fold05.Rep2",0.496141975308642,"Senecence Score","Aarts2017"
"Aarts2017.371","SenMayo","Fold05.Rep2",0.50733024691358,"Gene set","Aarts2017"
"Aarts2017.372","CellAge","Fold05.Rep2",0.368441358024691,"Gene set","Aarts2017"
"Aarts2017.373","GenAge","Fold05.Rep2",0.278935185185185,"Gene set","Aarts2017"
"Aarts2017.374","ASIG","Fold05.Rep2",0.449845679012346,"Gene set","Aarts2017"
"Aarts2017.375","SASP","Fold05.Rep2",0.483024691358025,"Gene set","Aarts2017"
"Aarts2017.376","AgingAtlas","Fold05.Rep2",0.339891975308642,"Gene set","Aarts2017"
"Aarts2017.377","SenUp","Fold05.Rep2",0.889853395061728,"Gene set","Aarts2017"
"Aarts2017.378","SigRS","Fold05.Rep2",0.428240740740741,"Gene set","Aarts2017"
"Aarts2017.379","GLB1","Fold05.Rep2",0.614390432098765,"Marker","Aarts2017"
"Aarts2017.380","TP53","Fold05.Rep2",0.52662037037037,"Marker","Aarts2017"
"Aarts2017.381","CDKN1A","Fold05.Rep2",0.672646604938272,"Marker","Aarts2017"
"Aarts2017.382","CDKN2A","Fold05.Rep2",0.482928240740741,"Marker","Aarts2017"
"Aarts2017.383","LMNB1","Fold05.Rep2",0.384452160493827,"Marker","Aarts2017"
"Aarts2017.384","IL1A","Fold05.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.385","RB1","Fold05.Rep2",0.579764660493827,"Marker","Aarts2017"
"Aarts2017.386","CDK1","Fold05.Rep2",0.673996913580247,"Marker","Aarts2017"
"Aarts2017.387","CDK4","Fold05.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.388","CDK6","Fold05.Rep2",0.700231481481482,"Marker","Aarts2017"
"Aarts2017.389","MKI67","Fold05.Rep2",0.794753086419753,"Marker","Aarts2017"
"Aarts2017.390","CDKN2B","Fold05.Rep2",0.783468364197531,"Marker","Aarts2017"
"Aarts2017.391","hUSI","Fold06.Rep2",0.932484567901235,"hUSI","Aarts2017"
"Aarts2017.392","DAS","Fold06.Rep2",0.355131172839506,"Senecence Score","Aarts2017"
"Aarts2017.393","mSS","Fold06.Rep2",0.595196759259259,"Senecence Score","Aarts2017"
"Aarts2017.394","DAS+mSS","Fold06.Rep2",0.449556327160494,"Senecence Score","Aarts2017"
"Aarts2017.395","lassoCS","Fold06.Rep2",0.811824845679012,"Senecence Score","Aarts2017"
"Aarts2017.396","CSS","Fold06.Rep2",0.464313271604938,"Senecence Score","Aarts2017"
"Aarts2017.397","SenMayo","Fold06.Rep2",0.514467592592593,"Gene set","Aarts2017"
"Aarts2017.398","CellAge","Fold06.Rep2",0.319637345679012,"Gene set","Aarts2017"
"Aarts2017.399","GenAge","Fold06.Rep2",0.236882716049383,"Gene set","Aarts2017"
"Aarts2017.400","ASIG","Fold06.Rep2",0.407214506172839,"Gene set","Aarts2017"
"Aarts2017.401","SASP","Fold06.Rep2",0.487461419753086,"Gene set","Aarts2017"
"Aarts2017.402","AgingAtlas","Fold06.Rep2",0.301311728395062,"Gene set","Aarts2017"
"Aarts2017.403","SenUp","Fold06.Rep2",0.887538580246914,"Gene set","Aarts2017"
"Aarts2017.404","SigRS","Fold06.Rep2",0.385802469135802,"Gene set","Aarts2017"
"Aarts2017.405","GLB1","Fold06.Rep2",0.618344907407407,"Marker","Aarts2017"
"Aarts2017.406","TP53","Fold06.Rep2",0.497395833333333,"Marker","Aarts2017"
"Aarts2017.407","CDKN1A","Fold06.Rep2",0.668788580246914,"Marker","Aarts2017"
"Aarts2017.408","CDKN2A","Fold06.Rep2",0.446566358024691,"Marker","Aarts2017"
"Aarts2017.409","LMNB1","Fold06.Rep2",0.38744212962963,"Marker","Aarts2017"
"Aarts2017.410","IL1A","Fold06.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.411","RB1","Fold06.Rep2",0.592881944444444,"Marker","Aarts2017"
"Aarts2017.412","CDK1","Fold06.Rep2",0.712962962962963,"Marker","Aarts2017"
"Aarts2017.413","CDK4","Fold06.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.414","CDK6","Fold06.Rep2",0.701774691358025,"Marker","Aarts2017"
"Aarts2017.415","MKI67","Fold06.Rep2",0.822530864197531,"Marker","Aarts2017"
"Aarts2017.416","CDKN2B","Fold06.Rep2",0.759934413580247,"Marker","Aarts2017"
"Aarts2017.417","hUSI","Fold07.Rep2",0.926697530864197,"hUSI","Aarts2017"
"Aarts2017.418","DAS","Fold07.Rep2",0.373939043209877,"Senecence Score","Aarts2017"
"Aarts2017.419","mSS","Fold07.Rep2",0.578993055555555,"Senecence Score","Aarts2017"
"Aarts2017.420","DAS+mSS","Fold07.Rep2",0.462384259259259,"Senecence Score","Aarts2017"
"Aarts2017.421","lassoCS","Fold07.Rep2",0.791570216049383,"Senecence Score","Aarts2017"
"Aarts2017.422","CSS","Fold07.Rep2",0.472511574074074,"Senecence Score","Aarts2017"
"Aarts2017.423","SenMayo","Fold07.Rep2",0.529128086419753,"Gene set","Aarts2017"
"Aarts2017.424","CellAge","Fold07.Rep2",0.351273148148148,"Gene set","Aarts2017"
"Aarts2017.425","GenAge","Fold07.Rep2",0.280478395061728,"Gene set","Aarts2017"
"Aarts2017.426","ASIG","Fold07.Rep2",0.452353395061728,"Gene set","Aarts2017"
"Aarts2017.427","SASP","Fold07.Rep2",0.482638888888889,"Gene set","Aarts2017"
"Aarts2017.428","AgingAtlas","Fold07.Rep2",0.35474537037037,"Gene set","Aarts2017"
"Aarts2017.429","SenUp","Fold07.Rep2",0.903356481481482,"Gene set","Aarts2017"
"Aarts2017.430","SigRS","Fold07.Rep2",0.416666666666667,"Gene set","Aarts2017"
"Aarts2017.431","GLB1","Fold07.Rep2",0.627700617283951,"Marker","Aarts2017"
"Aarts2017.432","TP53","Fold07.Rep2",0.489197530864198,"Marker","Aarts2017"
"Aarts2017.433","CDKN1A","Fold07.Rep2",0.686149691358025,"Marker","Aarts2017"
"Aarts2017.434","CDKN2A","Fold07.Rep2",0.469521604938272,"Marker","Aarts2017"
"Aarts2017.435","LMNB1","Fold07.Rep2",0.358314043209877,"Marker","Aarts2017"
"Aarts2017.436","IL1A","Fold07.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.437","RB1","Fold07.Rep2",0.59837962962963,"Marker","Aarts2017"
"Aarts2017.438","CDK1","Fold07.Rep2",0.689236111111111,"Marker","Aarts2017"
"Aarts2017.439","CDK4","Fold07.Rep2",0.493055555555556,"Marker","Aarts2017"
"Aarts2017.440","CDK6","Fold07.Rep2",0.70775462962963,"Marker","Aarts2017"
"Aarts2017.441","MKI67","Fold07.Rep2",0.794945987654321,"Marker","Aarts2017"
"Aarts2017.442","CDKN2B","Fold07.Rep2",0.742573302469136,"Marker","Aarts2017"
"Aarts2017.443","hUSI","Fold08.Rep2",0.919945987654321,"hUSI","Aarts2017"
"Aarts2017.444","DAS","Fold08.Rep2",0.354841820987654,"Senecence Score","Aarts2017"
"Aarts2017.445","mSS","Fold08.Rep2",0.597993827160494,"Senecence Score","Aarts2017"
"Aarts2017.446","DAS+mSS","Fold08.Rep2",0.459876543209877,"Senecence Score","Aarts2017"
"Aarts2017.447","lassoCS","Fold08.Rep2",0.806809413580247,"Senecence Score","Aarts2017"
"Aarts2017.448","CSS","Fold08.Rep2",0.491801697530864,"Senecence Score","Aarts2017"
"Aarts2017.449","SenMayo","Fold08.Rep2",0.517168209876543,"Gene set","Aarts2017"
"Aarts2017.450","CellAge","Fold08.Rep2",0.340856481481481,"Gene set","Aarts2017"
"Aarts2017.451","GenAge","Fold08.Rep2",0.266203703703704,"Gene set","Aarts2017"
"Aarts2017.452","ASIG","Fold08.Rep2",0.415316358024691,"Gene set","Aarts2017"
"Aarts2017.453","SASP","Fold08.Rep2",0.46045524691358,"Gene set","Aarts2017"
"Aarts2017.454","AgingAtlas","Fold08.Rep2",0.314236111111111,"Gene set","Aarts2017"
"Aarts2017.455","SenUp","Fold08.Rep2",0.876736111111111,"Gene set","Aarts2017"
"Aarts2017.456","SigRS","Fold08.Rep2",0.402970679012346,"Gene set","Aarts2017"
"Aarts2017.457","GLB1","Fold08.Rep2",0.62866512345679,"Marker","Aarts2017"
"Aarts2017.458","TP53","Fold08.Rep2",0.494020061728395,"Marker","Aarts2017"
"Aarts2017.459","CDKN1A","Fold08.Rep2",0.678240740740741,"Marker","Aarts2017"
"Aarts2017.460","CDKN2A","Fold08.Rep2",0.454089506172839,"Marker","Aarts2017"
"Aarts2017.461","LMNB1","Fold08.Rep2",0.363618827160494,"Marker","Aarts2017"
"Aarts2017.462","IL1A","Fold08.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.463","RB1","Fold08.Rep2",0.604552469135803,"Marker","Aarts2017"
"Aarts2017.464","CDK1","Fold08.Rep2",0.671006944444444,"Marker","Aarts2017"
"Aarts2017.465","CDK4","Fold08.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.466","CDK6","Fold08.Rep2",0.673996913580247,"Marker","Aarts2017"
"Aarts2017.467","MKI67","Fold08.Rep2",0.803626543209877,"Marker","Aarts2017"
"Aarts2017.468","CDKN2B","Fold08.Rep2",0.746527777777778,"Marker","Aarts2017"
"Aarts2017.469","hUSI","Fold09.Rep2",0.923996913580247,"hUSI","Aarts2017"
"Aarts2017.470","DAS","Fold09.Rep2",0.378472222222222,"Senecence Score","Aarts2017"
"Aarts2017.471","mSS","Fold09.Rep2",0.580343364197531,"Senecence Score","Aarts2017"
"Aarts2017.472","DAS+mSS","Fold09.Rep2",0.463734567901235,"Senecence Score","Aarts2017"
"Aarts2017.473","lassoCS","Fold09.Rep2",0.770929783950617,"Senecence Score","Aarts2017"
"Aarts2017.474","CSS","Fold09.Rep2",0.473572530864198,"Senecence Score","Aarts2017"
"Aarts2017.475","SenMayo","Fold09.Rep2",0.496720679012346,"Gene set","Aarts2017"
"Aarts2017.476","CellAge","Fold09.Rep2",0.357253086419753,"Gene set","Aarts2017"
"Aarts2017.477","GenAge","Fold09.Rep2",0.252893518518519,"Gene set","Aarts2017"
"Aarts2017.478","ASIG","Fold09.Rep2",0.435956790123457,"Gene set","Aarts2017"
"Aarts2017.479","SASP","Fold09.Rep2",0.463541666666667,"Gene set","Aarts2017"
"Aarts2017.480","AgingAtlas","Fold09.Rep2",0.32445987654321,"Gene set","Aarts2017"
"Aarts2017.481","SenUp","Fold09.Rep2",0.886188271604938,"Gene set","Aarts2017"
"Aarts2017.482","SigRS","Fold09.Rep2",0.41820987654321,"Gene set","Aarts2017"
"Aarts2017.483","GLB1","Fold09.Rep2",0.625192901234568,"Marker","Aarts2017"
"Aarts2017.484","TP53","Fold09.Rep2",0.479359567901235,"Marker","Aarts2017"
"Aarts2017.485","CDKN1A","Fold09.Rep2",0.687114197530864,"Marker","Aarts2017"
"Aarts2017.486","CDKN2A","Fold09.Rep2",0.472222222222222,"Marker","Aarts2017"
"Aarts2017.487","LMNB1","Fold09.Rep2",0.378086419753086,"Marker","Aarts2017"
"Aarts2017.488","IL1A","Fold09.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.489","RB1","Fold09.Rep2",0.607253086419753,"Marker","Aarts2017"
"Aarts2017.490","CDK1","Fold09.Rep2",0.675925925925926,"Marker","Aarts2017"
"Aarts2017.491","CDK4","Fold09.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.492","CDK6","Fold09.Rep2",0.685956790123457,"Marker","Aarts2017"
"Aarts2017.493","MKI67","Fold09.Rep2",0.822916666666667,"Marker","Aarts2017"
"Aarts2017.494","CDKN2B","Fold09.Rep2",0.778163580246914,"Marker","Aarts2017"
"Aarts2017.495","hUSI","Fold10.Rep2",0.927276234567901,"hUSI","Aarts2017"
"Aarts2017.496","DAS","Fold10.Rep2",0.382426697530864,"Senecence Score","Aarts2017"
"Aarts2017.497","mSS","Fold10.Rep2",0.589699074074074,"Senecence Score","Aarts2017"
"Aarts2017.498","DAS+mSS","Fold10.Rep2",0.47241512345679,"Senecence Score","Aarts2017"
"Aarts2017.499","lassoCS","Fold10.Rep2",0.780092592592593,"Senecence Score","Aarts2017"
"Aarts2017.500","CSS","Fold10.Rep2",0.487847222222222,"Senecence Score","Aarts2017"
"Aarts2017.501","SenMayo","Fold10.Rep2",0.533950617283951,"Gene set","Aarts2017"
"Aarts2017.502","CellAge","Fold10.Rep2",0.327353395061728,"Gene set","Aarts2017"
"Aarts2017.503","GenAge","Fold10.Rep2",0.25366512345679,"Gene set","Aarts2017"
"Aarts2017.504","ASIG","Fold10.Rep2",0.442515432098765,"Gene set","Aarts2017"
"Aarts2017.505","SASP","Fold10.Rep2",0.502507716049383,"Gene set","Aarts2017"
"Aarts2017.506","AgingAtlas","Fold10.Rep2",0.318865740740741,"Gene set","Aarts2017"
"Aarts2017.507","SenUp","Fold10.Rep2",0.891396604938272,"Gene set","Aarts2017"
"Aarts2017.508","SigRS","Fold10.Rep2",0.421682098765432,"Gene set","Aarts2017"
"Aarts2017.509","GLB1","Fold10.Rep2",0.619405864197531,"Marker","Aarts2017"
"Aarts2017.510","TP53","Fold10.Rep2",0.513503086419753,"Marker","Aarts2017"
"Aarts2017.511","CDKN1A","Fold10.Rep2",0.677854938271605,"Marker","Aarts2017"
"Aarts2017.512","CDKN2A","Fold10.Rep2",0.480420524691358,"Marker","Aarts2017"
"Aarts2017.513","LMNB1","Fold10.Rep2",0.37085262345679,"Marker","Aarts2017"
"Aarts2017.514","IL1A","Fold10.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.515","RB1","Fold10.Rep2",0.584490740740741,"Marker","Aarts2017"
"Aarts2017.516","CDK1","Fold10.Rep2",0.681905864197531,"Marker","Aarts2017"
"Aarts2017.517","CDK4","Fold10.Rep2",0.506751543209876,"Marker","Aarts2017"
"Aarts2017.518","CDK6","Fold10.Rep2",0.718942901234568,"Marker","Aarts2017"
"Aarts2017.519","MKI67","Fold10.Rep2",0.803819444444444,"Marker","Aarts2017"
"Aarts2017.520","CDKN2B","Fold10.Rep2",0.77662037037037,"Marker","Aarts2017"
"Aarts2017.521","hUSI","Fold01.Rep3",0.920331790123457,"hUSI","Aarts2017"
"Aarts2017.522","DAS","Fold01.Rep3",0.355516975308642,"Senecence Score","Aarts2017"
"Aarts2017.523","mSS","Fold01.Rep3",0.564718364197531,"Senecence Score","Aarts2017"
"Aarts2017.524","DAS+mSS","Fold01.Rep3",0.438464506172839,"Senecence Score","Aarts2017"
"Aarts2017.525","lassoCS","Fold01.Rep3",0.789834104938272,"Senecence Score","Aarts2017"
"Aarts2017.526","CSS","Fold01.Rep3",0.447145061728395,"Senecence Score","Aarts2017"
"Aarts2017.527","SenMayo","Fold01.Rep3",0.486882716049383,"Gene set","Aarts2017"
"Aarts2017.528","CellAge","Fold01.Rep3",0.342013888888889,"Gene set","Aarts2017"
"Aarts2017.529","GenAge","Fold01.Rep3",0.251736111111111,"Gene set","Aarts2017"
"Aarts2017.530","ASIG","Fold01.Rep3",0.437692901234568,"Gene set","Aarts2017"
"Aarts2017.531","SASP","Fold01.Rep3",0.484953703703704,"Gene set","Aarts2017"
"Aarts2017.532","AgingAtlas","Fold01.Rep3",0.295524691358025,"Gene set","Aarts2017"
"Aarts2017.533","SenUp","Fold01.Rep3",0.878472222222222,"Gene set","Aarts2017"
"Aarts2017.534","SigRS","Fold01.Rep3",0.411265432098765,"Gene set","Aarts2017"
"Aarts2017.535","GLB1","Fold01.Rep3",0.598765432098765,"Marker","Aarts2017"
"Aarts2017.536","TP53","Fold01.Rep3",0.495563271604938,"Marker","Aarts2017"
"Aarts2017.537","CDKN1A","Fold01.Rep3",0.677662037037037,"Marker","Aarts2017"
"Aarts2017.538","CDKN2A","Fold01.Rep3",0.466628086419753,"Marker","Aarts2017"
"Aarts2017.539","LMNB1","Fold01.Rep3",0.37037037037037,"Marker","Aarts2017"
"Aarts2017.540","IL1A","Fold01.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.541","RB1","Fold01.Rep3",0.588541666666667,"Marker","Aarts2017"
"Aarts2017.542","CDK1","Fold01.Rep3",0.689814814814815,"Marker","Aarts2017"
"Aarts2017.543","CDK4","Fold01.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.544","CDK6","Fold01.Rep3",0.696373456790123,"Marker","Aarts2017"
"Aarts2017.545","MKI67","Fold01.Rep3",0.803626543209877,"Marker","Aarts2017"
"Aarts2017.546","CDKN2B","Fold01.Rep3",0.746720679012346,"Marker","Aarts2017"
"Aarts2017.547","hUSI","Fold02.Rep3",0.923418209876543,"hUSI","Aarts2017"
"Aarts2017.548","DAS","Fold02.Rep3",0.39110725308642,"Senecence Score","Aarts2017"
"Aarts2017.549","mSS","Fold02.Rep3",0.600115740740741,"Senecence Score","Aarts2017"
"Aarts2017.550","DAS+mSS","Fold02.Rep3",0.483699845679012,"Senecence Score","Aarts2017"
"Aarts2017.551","lassoCS","Fold02.Rep3",0.783854166666667,"Senecence Score","Aarts2017"
"Aarts2017.552","CSS","Fold02.Rep3",0.461998456790123,"Senecence Score","Aarts2017"
"Aarts2017.553","SenMayo","Fold02.Rep3",0.51195987654321,"Gene set","Aarts2017"
"Aarts2017.554","CellAge","Fold02.Rep3",0.347029320987654,"Gene set","Aarts2017"
"Aarts2017.555","GenAge","Fold02.Rep3",0.271990740740741,"Gene set","Aarts2017"
"Aarts2017.556","ASIG","Fold02.Rep3",0.445216049382716,"Gene set","Aarts2017"
"Aarts2017.557","SASP","Fold02.Rep3",0.482831790123457,"Gene set","Aarts2017"
"Aarts2017.558","AgingAtlas","Fold02.Rep3",0.341049382716049,"Gene set","Aarts2017"
"Aarts2017.559","SenUp","Fold02.Rep3",0.881751543209877,"Gene set","Aarts2017"
"Aarts2017.560","SigRS","Fold02.Rep3",0.427469135802469,"Gene set","Aarts2017"
"Aarts2017.561","GLB1","Fold02.Rep3",0.633969907407407,"Marker","Aarts2017"
"Aarts2017.562","TP53","Fold02.Rep3",0.490065586419753,"Marker","Aarts2017"
"Aarts2017.563","CDKN1A","Fold02.Rep3",0.684027777777778,"Marker","Aarts2017"
"Aarts2017.564","CDKN2A","Fold02.Rep3",0.473186728395062,"Marker","Aarts2017"
"Aarts2017.565","LMNB1","Fold02.Rep3",0.371238425925926,"Marker","Aarts2017"
"Aarts2017.566","IL1A","Fold02.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.567","RB1","Fold02.Rep3",0.614583333333333,"Marker","Aarts2017"
"Aarts2017.568","CDK1","Fold02.Rep3",0.686921296296296,"Marker","Aarts2017"
"Aarts2017.569","CDK4","Fold02.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.570","CDK6","Fold02.Rep3",0.715856481481482,"Marker","Aarts2017"
"Aarts2017.571","MKI67","Fold02.Rep3",0.809992283950617,"Marker","Aarts2017"
"Aarts2017.572","CDKN2B","Fold02.Rep3",0.758777006172839,"Marker","Aarts2017"
"Aarts2017.573","hUSI","Fold03.Rep3",0.922839506172839,"hUSI","Aarts2017"
"Aarts2017.574","DAS","Fold03.Rep3",0.379436728395062,"Senecence Score","Aarts2017"
"Aarts2017.575","mSS","Fold03.Rep3",0.565104166666667,"Senecence Score","Aarts2017"
"Aarts2017.576","DAS+mSS","Fold03.Rep3",0.452160493827161,"Senecence Score","Aarts2017"
"Aarts2017.577","lassoCS","Fold03.Rep3",0.787808641975309,"Senecence Score","Aarts2017"
"Aarts2017.578","CSS","Fold03.Rep3",0.47289737654321,"Senecence Score","Aarts2017"
"Aarts2017.579","SenMayo","Fold03.Rep3",0.498263888888889,"Gene set","Aarts2017"
"Aarts2017.580","CellAge","Fold03.Rep3",0.318287037037037,"Gene set","Aarts2017"
"Aarts2017.581","GenAge","Fold03.Rep3",0.267554012345679,"Gene set","Aarts2017"
"Aarts2017.582","ASIG","Fold03.Rep3",0.427662037037037,"Gene set","Aarts2017"
"Aarts2017.583","SASP","Fold03.Rep3",0.47704475308642,"Gene set","Aarts2017"
"Aarts2017.584","AgingAtlas","Fold03.Rep3",0.345293209876543,"Gene set","Aarts2017"
"Aarts2017.585","SenUp","Fold03.Rep3",0.890046296296296,"Gene set","Aarts2017"
"Aarts2017.586","SigRS","Fold03.Rep3",0.413001543209877,"Gene set","Aarts2017"
"Aarts2017.587","GLB1","Fold03.Rep3",0.613425925925926,"Marker","Aarts2017"
"Aarts2017.588","TP53","Fold03.Rep3",0.507619598765432,"Marker","Aarts2017"
"Aarts2017.589","CDKN1A","Fold03.Rep3",0.694637345679012,"Marker","Aarts2017"
"Aarts2017.590","CDKN2A","Fold03.Rep3",0.467689043209877,"Marker","Aarts2017"
"Aarts2017.591","LMNB1","Fold03.Rep3",0.357156635802469,"Marker","Aarts2017"
"Aarts2017.592","IL1A","Fold03.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.593","RB1","Fold03.Rep3",0.615547839506173,"Marker","Aarts2017"
"Aarts2017.594","CDK1","Fold03.Rep3",0.663194444444444,"Marker","Aarts2017"
"Aarts2017.595","CDK4","Fold03.Rep3",0.5,"Marker","Aarts2017"
"Aarts2017.596","CDK6","Fold03.Rep3",0.717206790123457,"Marker","Aarts2017"
"Aarts2017.597","MKI67","Fold03.Rep3",0.799382716049383,"Marker","Aarts2017"
"Aarts2017.598","CDKN2B","Fold03.Rep3",0.766300154320988,"Marker","Aarts2017"
"Aarts2017.599","hUSI","Fold04.Rep3",0.923996913580247,"hUSI","Aarts2017"
"Aarts2017.600","DAS","Fold04.Rep3",0.37451774691358,"Senecence Score","Aarts2017"
"Aarts2017.601","mSS","Fold04.Rep3",0.582175925925926,"Senecence Score","Aarts2017"
"Aarts2017.602","DAS+mSS","Fold04.Rep3",0.462673611111111,"Senecence Score","Aarts2017"
"Aarts2017.603","lassoCS","Fold04.Rep3",0.773823302469136,"Senecence Score","Aarts2017"
"Aarts2017.604","CSS","Fold04.Rep3",0.449266975308642,"Senecence Score","Aarts2017"
